juego,plataforma,ano,genero,fabricante,ventas_usa,ventas_europa,ventas_japon,ventas_otro,ventas_globales,score_criticos,num_criticos,score_usuarios,num_usuarios,desarollador,rating
Resident Evil 6,X360,2012,Shooter,Capcom,1.12,0.6,0.07,0.16,1.95,67.0,71.0,50.0,1407.0,Capcom,M
Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95,93.0,58.0,86.0,118.0,Rockstar North,AO
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95,90.0,31.0,88.0,70.0,Electronic Arts,E
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94,80.0,33.0,89.0,41.0,Aki Corp.,T
Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,71.0,29.0,81.0,41.0,"Flagship, HAL Labs",E
Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,87.0,55.0,77.0,455.0,Criterion Games,E10+
The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78.0,39.0,64.0,55.0,The Sims Studio,T
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,87.0,51.0,80.0,106.0,EA Canada,E
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,77.0,32.0,89.0,137.0,Dimps Corporation,T
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.17,0.58,0.0,0.18,1.94,83.0,19.0,76.0,78.0,Exakt,M
Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94,63.0,18.0,83.0,22.0,Ubisoft,M
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93.0,33.0,85.0,1647.0,Irrational Games,M
X-Men Legends,PS2,2004,Role-Playing,Activision,1.0,0.72,0.0,0.21,1.93,79.0,48.0,85.0,69.0,Raven Software,T
Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.53,0.23,0.0,0.16,1.93,72.0,61.0,75.0,87.0,Midway,T
Destiny: The Taken King,PS4,2015,Shooter,Activision,0.78,0.79,0.04,0.31,1.93,86.0,81.0,60.0,1079.0,Bungie,T
Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0.0,0.2,1.92,88.0,25.0,80.0,69.0,Volition Inc.,M
The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0.0,0.09,1.92,80.0,22.0,86.0,31.0,Maxis,T
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.62,0.64,0.55,0.11,1.92,57.0,47.0,63.0,117.0,"Nintendo, Nd Cube",E
MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0.0,0.25,1.92,80.0,18.0,92.0,46.0,Rainbow Studios,E
PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,92.0,15.0,74.0,48.0,NanaOn-Sha,K-A
Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.1,0.55,0.0,0.27,1.92,84.0,43.0,75.0,80.0,Neversoft Entertainment,T
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,83.0,75.0,65.0,134.0,Slightly Mad Studios,E
Diablo III,PS3,2013,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86.0,43.0,64.0,557.0,Blizzard Entertainment,M
LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,79.0,78.0,71.0,506.0,Sumo Digital,E
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90.0,45.0,86.0,80.0,Factor 5,T
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.48,0.0,0.29,0.12,1.89,69.0,31.0,78.0,58.0,Namco Bandai Games,E
Monopoly,Wii,2008,Misc,Electronic Arts,0.86,0.83,0.0,0.2,1.89,70.0,11.0,78.0,17.0,Electronic Arts,E
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.14,0.0,0.18,1.88,85.0,38.0,44.0,132.0,EA Tiburon,E
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0.0,0.17,1.88,74.0,46.0,75.0,685.0,WB Games Montreal,T
Game Party 2,Wii,2008,Misc,Midway Games,1.28,0.43,0.0,0.17,1.88,29.0,7.0,46.0,7.0,Midway,E
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88,81.0,43.0,85.0,90.0,Midway,M
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,1.88,88.0,47.0,67.0,162.0,Visual Concepts,E
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.04,0.66,0.0,0.18,1.88,49.0,15.0,66.0,13.0,Papaya Studios,E
Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,82.0,39.0,77.0,145.0,Rare Ltd.,T
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.6,0.03,0.0,0.24,1.87,76.0,19.0,41.0,91.0,EA Sports,E
Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,78.0,17.0,91.0,90.0,Omega Force,T
Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,86.0,39.0,67.0,41.0,EA Sports,E
Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86,71.0,32.0,85.0,24.0,"Luxoflux, Inc.",E
The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,74.0,12.0,84.0,248.0,SCEI,T
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.56,0.0,0.18,1.86,71.0,18.0,79.0,75.0,Krome Studios,T
NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86,70.0,16.0,74.0,8.0,Electronic Arts,E
Just Cause 3,PS4,2015,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73.0,42.0,65.0,403.0,Avalanche Studios,M
Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,94.0,16.0,81.0,297.0,SquareSoft,T
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85,84.0,55.0,86.0,246.0,Naughty Dog,T
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76.0,37.0,79.0,84.0,Jupiter Corporation,E
Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87.0,31.0,78.0,790.0,Rockstar Studios,M
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.76,0.01,0.29,1.84,82.0,22.0,79.0,76.0,TT Games,E10+
Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.32,0.37,0.0,0.15,1.84,80.0,4.0,45.0,8.0,Altron,E
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84,87.0,25.0,85.0,36.0,EA Sports,E
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.82,0.82,0.0,0.2,1.83,67.0,25.0,83.0,66.0,Ubisoft Montpellier,E10+
Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.83,80.0,68.0,88.0,206.0,HAL Labs,E
Sonic Classic Collection,DS,2010,Platform,Sega,0.92,0.73,0.0,0.17,1.83,70.0,24.0,75.0,28.0,Creative Assembly,E
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,83.0,90.0,84.0,932.0,Sucker Punch,T
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0.0,0.22,1.82,82.0,42.0,48.0,1265.0,Blizzard Entertainment,T
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,72.0,9.0,60.0,5.0,Mass Media,E
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82,85.0,17.0,79.0,70.0,Maxis,T
Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,89.0,81.0,89.0,1441.0,From Software,M
The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96.0,54.0,89.0,797.0,Valve Software,M
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,82.0,27.0,82.0,11.0,Konami,E
Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94.0,36.0,80.0,84.0,Sega AM2,T
Mafia III,PS4,2016,Action,Take-Two Interactive,0.42,1.08,0.03,0.28,1.81,68.0,66.0,51.0,1147.0,Hangar 13,M
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,88.0,64.0,90.0,178.0,Sucker Punch,E
Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83.0,23.0,83.0,46.0,Dimps Corporation,E
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8,80.0,54.0,60.0,148.0,EA Tiburon,E
NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89.0,46.0,76.0,105.0,Visual Concepts,E
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8,87.0,85.0,79.0,863.0,Turn 10,E
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75.0,65.0,73.0,1223.0,Tango Gameworks,M
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90.0,62.0,89.0,491.0,Retro Studios,T
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,85.0,41.0,85.0,47.0,Rockstar San Diego,T
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57.0,53.0,76.0,47.0,SCEE London Studio,M
50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,47.0,21.0,66.0,129.0,Genuine Games,M
Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87.0,35.0,86.0,44.0,Team Ninja,T
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75.0,30.0,74.0,27.0,TOSE,E10+
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.01,0.6,0.0,0.15,1.76,76.0,7.0,77.0,10.0,Traveller's Tales,E10+
UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,84.0,58.0,81.0,47.0,THQ,T
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0.0,0.16,1.76,75.0,5.0,90.0,54.0,Heavy Iron Studios,E
Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91.0,29.0,93.0,198.0,Camelot Software Planning,E
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,83.0,46.0,89.0,73.0,Aki Corp.,M
Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,84.0,29.0,61.0,27.0,Red Storm Entertainment,M
State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,71.0,34.0,57.0,33.0,VIS Entertainment,M
The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76,70.0,25.0,82.0,24.0,Maxis,T
Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84.0,25.0,80.0,21.0,LucasArts,T
Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,80.0,55.0,91.0,57.0,Pandemic Studios,T
Madden NFL 17,PS4,2016,Sports,Electronic Arts,1.25,0.17,0.0,0.32,1.75,82.0,35.0,49.0,83.0,EA Sports,E
Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83.0,66.0,80.0,291.0,Avalanche Studios,M
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81.0,28.0,71.0,47.0,EA Canada,E
Crackdown,X360,2007,Shooter,Microsoft Game Studios,1.0,0.53,0.03,0.18,1.75,83.0,75.0,80.0,340.0,Realtime Worlds,M
Wii Party U,WiiU,2013,Misc,Nintendo,0.3,0.56,0.84,0.05,1.75,65.0,38.0,68.0,135.0,Nd Cube,E
Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55.0,6.0,62.0,6.0,Konami,E10+
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,83.0,35.0,87.0,99.0,Monolith Soft,T
Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55.0,61.0,35.0,145.0,Terminal Reality,T
Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74,78.0,38.0,83.0,444.0,Capcom,M
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74,63.0,94.0,66.0,3172.0,"Ready at Dawn, SCE Santa Monica",M
SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73,92.0,33.0,89.0,71.0,EA Canada,E
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.68,0.42,0.2,1.73,54.0,83.0,65.0,1074.0,SCE Japan Studio,E10+
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.2,0.14,1.35,0.03,1.73,78.0,41.0,81.0,31.0,ArtePiazza,T
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73,78.0,18.0,79.0,27.0,Vicarious Visions,E
Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.88,0.01,0.17,1.73,79.0,51.0,71.0,453.0,Io Interactive,M
The Crew,PS4,2014,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,61.0,60.0,54.0,575.0,"Ubisoft Reflections, Ivory Tower",T
NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.37,0.18,0.0,0.18,1.72,82.0,9.0,63.0,101.0,Visual Concepts,E
Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,91.0,39.0,76.0,26.0,EA Tiburon,E
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,80.0,55.0,77.0,134.0,Tri-Ace,T
Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0.0,0.32,1.72,78.0,26.0,25.0,5664.0,"Infinity Ward, Sledgehammer Games",M
Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,88.0,56.0,79.0,815.0,Arkane Studios,M
The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.17,0.39,0.0,0.15,1.71,89.0,25.0,89.0,43.0,Harmonix Music Systems,T
Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,84.0,57.0,91.0,81.0,Namco,T
Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,83.0,25.0,87.0,35.0,Electronic Arts,E
Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.4,0.0,0.15,1.7,20.0,13.0,19.0,41.0,Artefacts Studio,E
Portal 2,PS3,2011,Shooter,Valve,0.83,0.6,0.02,0.24,1.7,95.0,54.0,84.0,937.0,Valve Software,E10+
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,87.0,18.0,86.0,23.0,EA Sports,E
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0.0,0.23,1.7,74.0,17.0,53.0,77.0,The Sims Studio,T
No Man's Sky,PS4,2016,Action,Hello Games,0.63,0.76,0.03,0.27,1.7,71.0,94.0,45.0,5096.0,Hello Games,T
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,82.0,59.0,88.0,64.0,Zipper Interactive,M
BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.69,94.0,27.0,85.0,1863.0,Irrational Games,M
Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64.0,8.0,71.0,7.0,Griptonite Games,E
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69,53.0,15.0,69.0,28.0,Webfoot Technologies,E
Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,96.0,82.0,94.0,767.0,Capcom,M
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.7,0.01,0.18,1.68,64.0,62.0,59.0,104.0,EA Vancouver,T
Sonic Colors,Wii,2010,Platform,Sega,0.92,0.6,0.01,0.15,1.68,78.0,58.0,85.0,301.0,Sonic Team,E
Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.68,82.0,50.0,79.0,135.0,Volition Inc.,M
Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.17,1.68,90.0,70.0,79.0,2280.0,Firaxis Games,E10+
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68,79.0,20.0,82.0,25.0,Maxis,T
Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,92.0,44.0,91.0,200.0,Nintendo,E
We Ski,Wii,2008,Sports,Namco Bandai Games,0.97,0.4,0.14,0.15,1.67,67.0,32.0,85.0,12.0,Bandai Namco Games,E
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.46,0.0,0.32,1.67,73.0,35.0,79.0,46.0,Rebellion,T
SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67,93.0,41.0,91.0,125.0,EA Canada,E
Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,90.0,14.0,68.0,4.0,EA Sports,E
Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,83.0,40.0,89.0,106.0,Pandemic Studios,T
Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,87.0,10.0,83.0,36.0,Shaba Games,E
Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,87.0,41.0,79.0,597.0,BioWare,M
Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67,84.0,28.0,78.0,13.0,Paradigm Entertainment,T
NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0.0,0.23,1.67,94.0,15.0,88.0,81.0,EA Sports,E
Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.58,0.01,0.26,1.67,83.0,37.0,79.0,24.0,EA Chicago,T
StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.83,0.66,0.0,0.18,1.67,86.0,68.0,79.0,1346.0,Blizzard Entertainment,T
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0.0,0.14,1.67,71.0,9.0,90.0,85.0,Heavy Iron Studios,E
Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.45,0.9,0.05,0.26,1.66,79.0,103.0,82.0,2161.0,SuperMassive Games,M
Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0.0,0.2,1.66,44.0,17.0,80.0,41.0,HB Studios Multimedia,E
SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,93.0,35.0,83.0,33.0,EA Sports Big,E
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.93,0.56,0.0,0.16,1.66,78.0,28.0,87.0,22.0,Ubisoft,E10+
NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0.0,0.21,1.66,83.0,44.0,92.0,19.0,Midway,E
Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66,81.0,42.0,65.0,325.0,Volition Inc.,M
NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,83.0,22.0,83.0,28.0,EA Canada,E
LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.61,0.0,0.15,1.66,79.0,59.0,72.0,114.0,TT Games,E10+
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,72.0,29.0,84.0,71.0,Spike,T
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.65,0.45,0.34,0.22,1.65,89.0,69.0,88.0,1940.0,From Software,M
Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.58,0.21,0.79,0.07,1.65,77.0,49.0,85.0,156.0,HAL Labs,E10+
Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,71.0,33.0,79.0,51.0,Hudson Soft,E
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.21,0.3,0.0,0.14,1.65,56.0,24.0,67.0,18.0,Krome Studios,T
Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,77.0,52.0,63.0,82.0,EA Canada,E10+
Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79.0,64.0,83.0,544.0,Ninja Theory,T
MySims,Wii,2007,Simulation,Electronic Arts,0.9,0.54,0.04,0.17,1.65,68.0,38.0,72.0,56.0,EA Redwood Shores,E
Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,72.0,76.0,76.0,233.0,EA Montreal,M
Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64,88.0,18.0,89.0,18.0,EA Sports,E
Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0.0,0.22,1.64,83.0,51.0,85.0,120.0,Ubisoft Montreal,M
Far Cry 4,XOne,2014,Shooter,Ubisoft,0.8,0.69,0.01,0.14,1.63,82.0,15.0,75.0,383.0,Ubisoft Montreal,M
ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0.0,0.07,1.63,92.0,42.0,91.0,93.0,Visual Concepts,E
Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.8,0.06,0.26,1.63,70.0,98.0,81.0,2652.0,Quantic Dream,M
Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63,89.0,39.0,87.0,121.0,Nintendo,E
Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63,89.0,23.0,88.0,40.0,EA Sports,E
Ape Escape,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,90.0,19.0,88.0,53.0,SCEI,E
NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.62,88.0,29.0,88.0,35.0,EA Tiburon,E
Max Payne 3,X360,2012,Shooter,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,86.0,80.0,78.0,869.0,Rockstar Studios,M
Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62,84.0,65.0,80.0,131.0,Rare Ltd.,E
Kinectimals,X360,2010,Simulation,Microsoft Game Studios,1.02,0.46,0.0,0.13,1.62,74.0,50.0,31.0,69.0,Frontier Developments,E
Kirby Air Ride,GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62,61.0,28.0,79.0,69.0,HAL Labs,E
LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.76,0.01,0.26,1.62,83.0,22.0,77.0,262.0,TT Games,E10+
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,1.62,80.0,44.0,79.0,50.0,ArtePiazza,E10+
NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0.0,0.21,1.61,77.0,33.0,87.0,20.0,EA Tiburon,E
Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76.0,39.0,87.0,55.0,Next Level Games,E
Rage,X360,2011,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,81.0,77.0,67.0,559.0,id Software,M
Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.98,0.04,0.49,0.09,1.6,69.0,40.0,80.0,37.0,Square Enix,E
Just Cause 2,X360,2010,Action,Square Enix,0.59,0.83,0.02,0.17,1.6,81.0,74.0,80.0,267.0,Avalanche Studios,M
Silent Hill,PS,1999,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,86.0,17.0,92.0,326.0,KCET,M
Sonic Heroes,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6,72.0,49.0,78.0,125.0,Sonic Team,E
ESPN NBA 2K5,PS2,2004,Sports,Global Star,1.26,0.12,0.0,0.21,1.59,83.0,24.0,75.0,36.0,Visual Concepts,E
Diablo,PC,1996,Role-Playing,Activision,0.01,1.58,0.0,0.0,1.59,94.0,12.0,87.0,850.0,Blizzard Entertainment,M
Far Cry 2,X360,2008,Action,Ubisoft,0.71,0.69,0.02,0.18,1.59,85.0,75.0,67.0,288.0,Ubisoft Montreal,M
The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,96.0,16.0,92.0,568.0,Nintendo,T
Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,74.0,19.0,61.0,47.0,Konami,E
Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,0.78,0.37,0.3,0.13,1.58,53.0,34.0,67.0,106.0,Genius Sonority Inc.,E
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,0.88,0.26,0.34,0.1,1.58,75.0,54.0,82.0,267.0,Square Enix,E10+
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,0.94,0.48,0.01,0.15,1.58,69.0,8.0,68.0,6.0,Konami,E10+
