continent,country,income,life_exp,population,year
europe,Belgium,4273.0,41.27,4774000,1861
europe,Moldova,778.0,33.15,1036913,1861
africa,Guinea,491.0,30.13,1412144,1861
asia,Kyrgyz Republic,730.0,23.94,771424,1861
asia,Lao,956.0,31.9,693257,1861
europe,Slovenia,1884.0,36.6,673531,1861
africa,Lesotho,407.0,32.8,376061,1861
asia,Lebanon,1455.0,29.7,446111,1861
africa,"Congo, Dem. Rep.",623.0,31.6,6769374,1861
africa,Malawi,353.0,30.3,737000,1861
africa,Libya,1740.0,33.1,660095,1861
americas,Falkland Is (Malvinas),,,141,1861
europe,Turkey,1522.0,35.0,11463263,1861
asia,"Macao, China",1144.0,34.7,84399,1861
europe,Malta,1141.0,28.7,174995,1861
europe,"Macedonia, FYR",923.0,36.1,562052,1861
africa,Madagascar,700.0,30.5,2225834,1861
asia,Solomon Islands,421.0,25.1,68566,1861
africa,Mali,613.0,26.41,2045982,1861
asia,Marshall Islands,559.0,,7506,1861
europe,San Marino,1664.0,,7168,1861
africa,Mauritania,645.0,32.0,453854,1861
asia,Uzbekistan,571.0,26.93,2793996,1861
americas,United States,3638.0,38.0,32677742,1861
asia,Mongolia,636.0,31.8,658902,1861
europe,Montenegro,1414.0,35.4,181746,1861
africa,Morocco,770.0,33.1,3552160,1861
americas,Belize,765.0,26.5,26000,1861
africa,Namibia,999.0,32.4,229000,1861
europe,Estonia,1251.0,37.39,486687,1861
asia,Kazakhstan,1521.0,26.2,2970003,1861
asia,New Zealand,3801.0,34.05,142858,1861
asia,Nauru,677.0,,2131,1861
africa,Niger,545.0,30.8,1543520,1861
asia,North Korea,544.0,26.0,4480659,1861
asia,Oman,1089.0,32.3,357654,1861
americas,Peru,1345.0,35.7,2313913,1861
americas,Panama,1349.0,32.9,156200,1861
asia,Papua New Guinea,630.0,31.5,976646,1861
europe,Monaco,3221.0,,10487,1861
asia,Malaysia,1087.0,30.6,664697,1861
americas,Paraguay,1399.0,35.5,368309,1861
asia,Wallis et Futuna,,,4564,1862
asia,Niue,,,4520,1862
europe,Kosovo,,,554575,1862
europe,Holy See,,,905,1862
europe,Gibraltar,,,12501,1862
europe,Faeroe Islands,,,17784,1862
europe,Channel Islands,,,57694,1862
americas,British Virgin Islands,,,6700,1862
europe,Liechtenstein,,,7669,1862
americas,Virgin Islands (U.S.),,33.4,38000,1862
asia,New Caledonia,,26.0,37985,1862
americas,Netherlands Antilles,,34.41,58106,1862
africa,Mayotte,,32.5,10013,1862
americas,Martinique,,30.15,115021,1862
americas,French Guiana,,30.5,13435,1862
africa,Zimbabwe,936.0,33.7,1465485,1862
africa,Zambia,771.0,32.6,747000,1862
asia,Vietnam,839.0,32.0,9758426,1862
asia,Cook Is,,,13936,1862
americas,Uruguay,4721.0,32.9,234102,1862
europe,United Kingdom,4937.0,42.52,25291179,1862
asia,United Arab Emirates,1258.0,30.7,40153,1862
africa,Tunisia,878.0,28.8,1121666,1862
asia,Timor-Leste,589.0,28.95,218164,1862
asia,Thailand,992.0,30.4,5550497,1862
americas,St.-Pierre-et-Miquelon,,,2416,1862
asia,Tajikistan,711.0,24.24,685057,1862
asia,Syria,1143.0,31.1,1539978,1862
europe,Switzerland,4975.0,38.0,2538000,1862
africa,Swaziland,601.0,32.3,86000,1862
americas,Suriname,2178.0,32.9,110774,1862
africa,Sudan,637.0,31.4,4943044,1862
americas,St. Lucia,1007.0,28.01,27463,1862
africa,Western Sahara,,34.75,4670,1862
africa,South Africa,1128.0,33.5,2352434,1862
asia,Taiwan,1005.0,28.3,2285887,1862
asia,Singapore,1125.0,34.0,71424,1862
europe,Serbia,1823.0,35.5,3106071,1862
africa,Senegal,611.0,25.2,1338681,1862
asia,Yemen,1045.0,23.39,2798954,1862
asia,Saudi Arabia,903.0,32.1,2296604,1862
africa,Sao Tome and Principe,954.0,31.0,31103,1862
asia,Tuvalu,831.0,,3160,1862
africa,Rwanda,466.0,31.8,1203318,1862
europe,Russia,1921.0,29.57,45737204,1862
americas,Puerto Rico,1732.0,30.43,594904,1862
europe,Poland,1536.0,35.9,15197395,1862
europe,Greece,1903.0,36.6,3398000,1862
asia,Pakistan,1025.0,25.8,15672324,1862
europe,Lithuania,1706.0,28.9,1144846,1862
europe,Germany,2519.0,38.37,36788000,1862
africa,Gambia,844.0,28.8,141106,1862
africa,Gabon,394.0,30.6,224770,1862
africa,Ethiopia,532.0,29.7,5331190,1862
africa,Djibouti,915.0,29.9,31544,1862
asia,Philippines,1026.0,30.9,3850827,1862
europe,Luxembourg,2394.0,36.9,166955,1862
americas,Dominica,882.0,,25193,1862
europe,Sweden,1890.0,42.55,3902859,1862
europe,Denmark,3103.0,47.62,1739000,1862
africa,St. Helena,,,6827,1862
europe,Isle of Man,,,31005,1862
americas,Costa Rica,1243.0,30.21,117081,1862
europe,Cyprus,1406.0,38.51,185622,1862
africa,"Congo, Rep.",685.0,32.7,426515,1862
asia,South Korea,541.0,25.8,9669262,1862
americas,Montserrat,,,7703,1862
africa,Comoros,741.0,32.1,78352,1862
africa,Guinea-Bissau,806.0,32.0,288512,1862
asia,Kuwait,1384.0,26.0,81280,1862
americas,Bermuda,1633.0,,12000,1862
asia,Northern Mariana Islands,,,4259,1862
africa,Angola,811.0,26.98,2124338,1862
americas,Colombia,1076.0,32.0,2255406,1862
asia,Cambodia,964.0,35.0,2298078,1862
europe,Latvia,1009.0,33.66,868578,1862
americas,Chile,1596.0,32.0,1714521,1862
europe,Netherlands,4677.0,38.28,3366000,1862
africa,Somalia,736.0,29.4,1302139,1862
asia,Palau,970.0,,4784,1862
americas,Anguilla,,,2733,1862
europe,Armenia,606.0,34.0,606361,1862
africa,Mauritius,1155.0,22.66,320986,1862
asia,Bahrain,1755.0,30.3,64474,1862
americas,Bahamas,1923.0,35.18,35381,1862
europe,Portugal,1630.0,35.6,4113000,1862
europe,Azerbaijan,982.0,29.17,1293010,1862
africa,Tanzania,631.0,32.2,3502709,1862
asia,Australia,4540.0,34.05,1382000,1862
europe,Georgia,665.0,31.87,1575225,1862
europe,Greenland,617.0,33.87,12716,1862
americas,El Salvador,1390.0,28.7,437091,1862
americas,Aruba,1108.0,34.42,24024,1862
europe,Slovak Republic,1915.0,36.4,2494388,1862
asia,Bangladesh,880.0,25.5,23896829,1862
asia,Guam,,27.5,25149,1862
africa,Uganda,570.0,25.3,2415982,1862
africa,Ghana,731.0,28.0,1641953,1862
europe,Andorra,2039.0,,3490,1862
americas,Turks and Caicos Islands,648.0,,4415,1862
asia,Maldives,841.0,32.65,54123,1862
americas,Cayman Islands,1383.0,,3411,1862
asia,Fiji,908.0,26.1,133039,1862
asia,Japan,1177.0,36.42,33440686,1862
asia,Afghanistan,697.0,27.58,4042748,1862
europe,Malta,1152.0,28.7,176135,1862
europe,Bosnia and Herzegovina,787.0,35.1,1230789,1862
africa,Cameroon,769.0,28.75,2106963,1862
asia,French Polynesia,,25.6,52087,1862
asia,Tokelau,,,777,1862
africa,Eritrea,594.0,30.2,357001,1862
europe,Hungary,1738.0,36.0,5602147,1862
americas,St. Kitts and Nevis,1550.0,,23646,1862
europe,Austria,3252.0,34.4,4292000,1862
americas,Argentina,2742.0,33.2,1476185,1862
europe,Moldova,782.0,33.15,1046444,1862
americas,Grenada,1149.0,37.3,32555,1862
americas,Trinidad and Tobago,1549.0,38.8,104061,1862
africa,Central African Republic,521.0,30.0,585854,1862
asia,Samoa,1619.0,25.4,43105,1862
africa,South Sudan,623.0,26.67,1271452,1862
americas,Barbados,1216.0,32.12,153877,1862
asia,India,1057.0,25.44,205812494,1862
asia,Sri Lanka,1190.0,32.6,2542699,1862
africa,Egypt,963.0,33.0,6487056,1862
asia,Qatar,1384.0,30.8,14092,1862
asia,Bhutan,686.0,28.8,110179,1862
asia,China,1074.0,30.28,373120996,1862
americas,Bolivia,1274.0,33.0,1445371,1862
asia,Palestine,1232.0,32.1,183908,1862
europe,Norway,2151.0,44.7,1627000,1862
africa,Togo,838.0,31.3,644720,1862
africa,Algeria,1159.0,28.82,3576361,1862
africa,Benin,733.0,31.0,957902,1862
americas,St. Vincent and the Grenadines,1115.0,25.99,32379,1862
americas,Venezuela,824.0,32.2,1512582,1862
africa,Cape Verde,635.0,33.8,81097,1862
europe,Croatia,1808.0,36.1,1776285,1862
americas,Canada,2483.0,41.69,3447642,1862
africa,Cote d'Ivoire,1041.0,31.16,1447515,1862
europe,Czech Republic,2571.0,34.95,6432687,1862
europe,Belarus,784.0,36.2,3459726,1862
asia,Indonesia,1062.0,30.0,24975206,1862
americas,Jamaica,908.0,34.2,456299,1862
europe,France,3255.0,42.7,37520000,1862
americas,Cuba,1774.0,35.52,1389508,1862
africa,Seychelles,1012.0,37.0,14476,1862
asia,"Micronesia, Fed. Sts.",538.0,26.7,20367,1862
americas,Ecuador,694.0,32.9,929056,1862
asia,Vanuatu,677.0,24.3,33089,1862
americas,Brazil,1282.0,31.99,8677753,1862
africa,Sierra Leone,901.0,25.1,1051970,1862
americas,Guadeloupe,,27.66,109940,1862
europe,Albania,736.0,35.4,559472,1862
europe,Bulgaria,1343.0,38.53,2551251,1862
asia,Nepal,660.0,32.8,4556416,1862
africa,Burkina Faso,504.0,29.2,2259986,1862
africa,Nigeria,1068.0,30.4,14479486,1862
americas,Nicaragua,1524.0,25.4,379424,1862
americas,Guyana,1616.0,31.12,221744,1862
americas,Guatemala,1210.0,25.81,981345,1862
africa,Guinea,492.0,30.14,1424643,1862
asia,Brunei,1748.0,29.2,5034,1862
americas,Haiti,974.0,29.0,1059985,1862
asia,"Hong Kong, China",1110.0,34.9,72669,1862
americas,Mexico,1260.0,26.9,8561447,1862
europe,Iceland,1466.0,26.96,80709,1862
africa,Mozambique,405.0,30.28,3012562,1862
asia,Iran,1061.0,25.6,8086304,1862
asia,Iraq,1155.0,31.2,1489537,1862
europe,Ireland,2639.0,39.09,4109821,1862
asia,American Samoa,,,7445,1862
asia,Israel,888.0,32.0,232681,1862
asia,Turkmenistan,1266.0,24.0,539941,1862
europe,Italy,2461.0,29.69,26418000,1862
africa,Burundi,443.0,31.5,1244003,1862
europe,Finland,1490.0,34.13,1774000,1862
africa,Chad,514.0,30.9,1432000,1862
americas,Honduras,1156.0,33.9,381466,1862
asia,Jordan,1162.0,31.7,257474,1862
africa,Reunion,,33.0,127455,1862
africa,Kenya,1036.0,25.5,2574000,1862
asia,Kiribati,582.0,24.9,20201,1862
europe,Ukraine,1025.0,36.6,16535610,1862
africa,Equatorial Guinea,386.0,29.8,92395,1862
asia,Tonga,766.0,28.2,18849,1862
europe,Spain,1903.0,29.5,15754000,1862
americas,Dominican Republic,840.0,29.9,197711,1862
europe,Belgium,4355.0,43.12,4809000,1862
europe,Romania,1452.0,35.7,8687868,1862
asia,Kyrgyz Republic,737.0,23.94,778506,1862
asia,Lao,958.0,31.9,699860,1862
africa,Liberia,895.0,31.1,442563,1862
asia,Lebanon,1465.0,29.7,449337,1862
africa,"Congo, Dem. Rep.",626.0,31.6,6814222,1862
africa,Lesotho,407.0,32.8,378897,1862
africa,Malawi,353.0,30.3,737000,1862
africa,Libya,1762.0,33.1,663396,1862
americas,Falkland Is (Malvinas),,,145,1862
europe,Turkey,1531.0,35.0,11499441,1862
asia,"Macao, China",1148.0,34.7,83803,1862
europe,"Macedonia, FYR",927.0,36.1,567018,1862
africa,Madagascar,704.0,30.5,2241062,1862
asia,Solomon Islands,422.0,25.1,68876,1862
africa,Mali,613.0,26.41,2064881,1862
asia,Marshall Islands,560.0,,7552,1862
europe,San Marino,1676.0,,7215,1862
africa,Mauritania,648.0,32.0,455746,1862
asia,Uzbekistan,573.0,26.93,2819709,1862
americas,United States,3751.0,34.5,33515609,1862
europe,Monaco,3259.0,,10563,1862
asia,Mongolia,637.0,31.8,659907,1862
americas,Antigua and Barbuda,1007.0,33.54,36795,1862
europe,Montenegro,1420.0,35.4,183356,1862
africa,Morocco,771.0,33.1,3576361,1862
asia,Myanmar,848.0,30.8,4116916,1862
americas,Belize,770.0,26.5,25898,1862
africa,Namibia,1014.0,32.4,229000,1862
asia,Kazakhstan,1531.0,26.2,2997291,1862
europe,Estonia,1260.0,35.79,491171,1862
asia,New Zealand,3932.0,34.05,154610,1862
asia,Nauru,680.0,,2139,1862
africa,Niger,548.0,30.8,1551637,1862
asia,North Korea,543.0,26.0,4484020,1862
asia,Oman,1093.0,32.3,358681,1862
americas,Peru,1349.0,35.7,2344679,1862
americas,Panama,1364.0,32.9,158285,1862
africa,Botswana,488.0,33.6,121000,1862
asia,Papua New Guinea,632.0,31.5,982801,1862
asia,Malaysia,1090.0,30.6,678523,1862
americas,Paraguay,1416.0,35.5,370021,1862
europe,Slovenia,1892.0,36.6,679480,1862
asia,Wallis et Futuna,,,4586,1863
asia,Niue,,,4521,1863
europe,Liechtenstein,,,7720,1863
europe,Kosovo,,,559458,1863
europe,Isle of Man,,,31209,1863
europe,Holy See,,,905,1863
europe,Gibraltar,,,12571,1863
europe,Faeroe Islands,,,17900,1863
americas,British Virgin Islands,,,6700,1863
americas,Virgin Islands (U.S.),,33.4,38000,1863
asia,New Caledonia,,26.0,38216,1863
africa,Mayotte,,32.5,10060,1863
americas,Martinique,,30.15,115884,1863
americas,French Guiana,,30.5,13533,1863
africa,Zimbabwe,937.0,33.7,1475985,1863
africa,Zambia,772.0,32.6,747000,1863
asia,Vietnam,838.0,32.0,9851458,1863
asia,Cook Is,,,13777,1863
asia,Vanuatu,679.0,24.3,33227,1863
americas,Uruguay,4833.0,32.9,245551,1863
americas,United States,3995.0,34.0,34354509,1863
europe,United Kingdom,5351.0,40.4,25561448,1863
asia,United Arab Emirates,1262.0,30.7,40153,1863
asia,Tuvalu,834.0,,3178,1863
asia,Turkmenistan,1275.0,24.0,544920,1863
africa,Tunisia,882.0,28.8,1128318,1863
asia,Timor-Leste,590.0,28.95,220584,1863
asia,Thailand,994.0,30.4,5578075,1863
asia,Tajikistan,715.0,24.24,691348,1863
americas,St.-Pierre-et-Miquelon,,,2434,1863
asia,Syria,1144.0,31.1,1545169,1863
europe,Switzerland,4946.0,38.0,2552000,1863
europe,Sweden,1971.0,45.38,3937168,1863
africa,Swaziland,604.0,32.3,86000,1863
americas,Suriname,2192.0,32.9,111612,1863
africa,Sudan,640.0,31.4,4965069,1863
americas,St. Lucia,1010.0,28.01,27933,1863
americas,Netherlands Antilles,,34.41,58539,1863
africa,Western Sahara,,34.75,4728,1863
africa,South Africa,1205.0,33.5,2375917,1863
asia,Taiwan,1005.0,28.3,2293194,1863
africa,Somalia,737.0,29.4,1310350,1863
asia,Singapore,1127.0,34.0,72887,1863
europe,Serbia,1830.0,35.5,3133494,1863
africa,Senegal,614.0,25.2,1347695,1863
asia,Yemen,1048.0,23.39,2804052,1863
asia,Saudi Arabia,904.0,32.1,2301738,1863
africa,Sao Tome and Principe,956.0,31.0,31336,1863
europe,Russia,1933.0,29.57,46159573,1863
americas,Puerto Rico,1741.0,30.43,600947,1863
europe,Poland,1542.0,35.9,15396475,1863
europe,Greece,1910.0,36.6,3430000,1863
asia,Pakistan,1025.0,25.8,15723934,1863
europe,Lithuania,1717.0,28.9,1155401,1863
africa,Ghana,732.0,28.0,1633948,1863
europe,Germany,2678.0,38.37,37184000,1863
africa,Gambia,845.0,28.8,142159,1863
africa,Gabon,394.0,30.6,226656,1863
africa,Ethiopia,532.0,29.7,5406881,1863
europe,Luxembourg,2422.0,36.9,168045,1863
americas,Dominica,888.0,,25388,1863
africa,Djibouti,918.0,29.9,31787,1863
africa,St. Helena,,,6754,1863
americas,Anguilla,,,2752,1863
europe,Cyprus,1423.0,38.51,185641,1863
americas,Costa Rica,1257.0,30.21,118532,1863
africa,"Congo, Rep.",687.0,32.7,429621,1863
asia,South Korea,540.0,25.8,9679689,1863
americas,Montserrat,,,7808,1863
africa,Comoros,742.0,32.1,78969,1863
africa,Guinea-Bissau,807.0,32.0,290438,1863
asia,Kuwait,1389.0,26.0,81280,1863
asia,Northern Mariana Islands,,,4283,1863
asia,Fiji,911.0,26.1,132714,1863
americas,Bermuda,1644.0,,12000,1863
africa,Rwanda,467.0,31.8,1210773,1863
africa,Malawi,353.0,30.3,737000,1863
americas,Chile,1640.0,32.0,1741983,1863
europe,Netherlands,4757.0,38.33,3397000,1863
americas,Canada,2522.0,41.79,3487649,1863
europe,Armenia,608.0,34.0,611919,1863
americas,Guadeloupe,,27.66,110752,1863
africa,Mauritius,1160.0,27.53,321975,1863
americas,Bahamas,1936.0,35.18,35766,1863
europe,Azerbaijan,987.0,29.17,1304913,1863
africa,Tanzania,633.0,32.2,3515104,1863
africa,Angola,814.0,26.98,2139784,1863
asia,Australia,4525.0,34.05,1432000,1863
americas,Aruba,1116.0,34.42,24150,1863
europe,Georgia,668.0,31.87,1589720,1863
asia,India,1057.0,25.44,206598958,1863
europe,France,3342.0,41.73,37710000,1863
americas,Turks and Caicos Islands,652.0,,4446,1863
europe,Andorra,2064.0,,3513,1863
americas,El Salvador,1402.0,28.7,443604,1863
americas,Cayman Islands,1392.0,,3438,1863
europe,Slovak Republic,1923.0,36.4,2503487,1863
asia,Bangladesh,880.0,25.5,23998328,1863
europe,Channel Islands,,,58070,1863
americas,Peru,1352.0,35.7,2375855,1863
asia,Guam,,27.5,24524,1863
asia,Qatar,1389.0,30.8,14092,1863
asia,Afghanistan,699.0,27.57,4062924,1863
asia,Japan,1181.0,36.43,33563632,1863
africa,Eritrea,595.0,30.2,361747,1863
europe,Bosnia and Herzegovina,787.0,35.1,1241622,1863
africa,Uganda,572.0,25.3,2424020,1863
asia,Tokelau,,,761,1863
americas,Brazil,1311.0,31.99,8810347,1863
asia,French Polynesia,,25.6,51336,1863
asia,Maldives,841.0,32.65,54439,1863
americas,Argentina,2781.0,33.2,1512818,1863
europe,Austria,3274.0,34.4,4321000,1863
europe,Montenegro,1426.0,35.4,184981,1863
europe,Moldova,787.0,33.15,1056062,1863
americas,Trinidad and Tobago,1558.0,38.8,106367,1863
europe,Greenland,624.0,33.87,12802,1863
europe,Czech Republic,2581.0,34.95,6456267,1863
africa,Central African Republic,523.0,30.0,588657,1863
americas,St. Kitts and Nevis,1560.0,,23826,1863
asia,Samoa,1625.0,25.4,42803,1863
asia,Philippines,1028.0,30.9,3916400,1863
africa,South Sudan,626.0,26.67,1277117,1863
americas,Barbados,1224.0,32.12,154759,1863
asia,Sri Lanka,1215.0,32.6,2571910,1863
americas,Antigua and Barbuda,1014.0,33.54,36591,1863
asia,China,1095.0,30.99,371196481,1863
asia,Bhutan,687.0,28.8,110711,1863
americas,Bolivia,1286.0,33.0,1451484,1863
asia,Palestine,1232.0,32.1,185843,1863
europe,Norway,2158.0,46.71,1646000,1863
africa,Togo,842.0,31.3,650402,1863
africa,Algeria,1172.0,28.82,3600727,1863
africa,Cote d'Ivoire,1045.0,31.16,1457372,1863
asia,Bahrain,1775.0,30.3,64474,1863
asia,Cambodia,966.0,35.0,2303277,1863
africa,Benin,736.0,31.0,967268,1863
africa,Egypt,967.0,33.0,6554773,1863
americas,Venezuela,827.0,32.2,1529460,1863
africa,Cape Verde,637.0,33.8,81825,1863
europe,Croatia,1815.0,36.1,1791970,1863
africa,Cameroon,773.0,28.75,2113225,1863
americas,Jamaica,907.0,34.2,461430,1863
asia,Indonesia,1063.0,30.0,25264216,1863
europe,Belarus,789.0,36.2,3491554,1863
americas,Cuba,1794.0,35.16,1382056,1863
asia,"Micronesia, Fed. Sts.",538.0,26.7,20472,1863
africa,Seychelles,1016.0,37.0,14526,1863
africa,Botswana,490.0,33.6,121000,1863
americas,Ecuador,699.0,32.9,939156,1863
africa,Sierra Leone,906.0,25.1,1059032,1863
asia,Palau,973.0,,4808,1863
europe,Albania,738.0,35.4,564736,1863
europe,Bulgaria,1350.0,38.57,2555569,1863
asia,Nepal,660.0,32.8,4573878,1863
africa,Burkina Faso,505.0,29.2,2276473,1863
europe,Spain,1941.0,29.5,15809000,1863
africa,Nigeria,1073.0,30.4,14541486,1863
americas,Nicaragua,1541.0,25.4,381637,1863
americas,Guyana,1627.0,31.12,223277,1863
americas,Guatemala,1220.0,25.81,993167,1863
africa,Guinea,493.0,30.15,1437252,1863
asia,Brunei,1754.0,29.2,5138,1863
americas,Haiti,984.0,29.0,1070840,1863
asia,"Hong Kong, China",1112.0,34.9,77610,1863
americas,Mexico,1257.0,26.9,8641005,1863
europe,Hungary,1751.0,36.0,5640568,1863
europe,Iceland,1482.0,35.11,81236,1863
americas,Grenada,1154.0,37.3,33119,1863
africa,Mozambique,405.0,30.28,3038695,1863
asia,Iran,1063.0,25.6,8126679,1863
asia,Iraq,1159.0,31.2,1500555,1863
asia,American Samoa,,,7393,1863
europe,Ireland,2677.0,39.36,4068552,1863
asia,Israel,888.0,32.0,235129,1863
europe,Italy,2511.0,29.69,26610000,1863
africa,Burundi,443.0,31.5,1253658,1863
europe,Finland,1592.0,32.38,1794000,1863
americas,Honduras,1171.0,33.9,384213,1863
africa,Chad,516.0,30.9,1432000,1863
asia,Jordan,1167.0,31.7,258525,1863
africa,Reunion,,33.0,128423,1863
africa,Kenya,1040.0,25.5,2574000,1863
europe,Ukraine,1032.0,36.6,16689163,1863
asia,Kiribati,582.0,24.9,20260,1863
africa,Equatorial Guinea,387.0,29.8,92702,1863
asia,Tonga,769.0,28.2,18879,1863
europe,Belgium,4449.0,41.33,4844000,1863
americas,Dominican Republic,845.0,29.9,202770,1863
europe,Romania,1472.0,35.7,8747793,1863
asia,Lao,961.0,31.9,706526,1863
europe,Latvia,1015.0,34.0,876592,1863
asia,Lebanon,1475.0,29.7,452586,1863
africa,"Congo, Dem. Rep.",629.0,31.6,6859367,1863
africa,Lesotho,407.0,32.8,381754,1863
africa,Liberia,897.0,31.1,446209,1863
africa,Libya,1783.0,33.1,666713,1863
americas,Falkland Is (Malvinas),,,150,1863
europe,Turkey,1539.0,35.0,11535732,1863
asia,"Macao, China",1151.0,34.7,83210,1863
europe,Malta,1162.0,28.7,177284,1863
europe,"Macedonia, FYR",930.0,36.1,572028,1863
africa,Madagascar,707.0,30.5,2256395,1863
asia,Solomon Islands,424.0,25.1,69187,1863
americas,St. Vincent and the Grenadines,1123.0,25.99,32763,1863
africa,Mali,613.0,26.41,2083955,1863
asia,Marshall Islands,560.0,,7599,1863
europe,San Marino,1689.0,,7262,1863
africa,Mauritania,651.0,32.0,457645,1863
asia,Kyrgyz Republic,743.0,23.94,785654,1863
asia,Uzbekistan,575.0,26.93,2845657,1863
europe,Monaco,3297.0,,10640,1863
asia,Mongolia,638.0,31.8,660913,1863
europe,Portugal,1635.0,35.6,4131000,1863
africa,Morocco,773.0,33.1,3600727,1863
asia,Myanmar,848.0,30.8,4132713,1863
americas,Belize,775.0,26.5,25797,1863
africa,Namibia,1029.0,32.4,229000,1863
europe,Estonia,1268.0,34.18,495697,1863
asia,Kazakhstan,1541.0,26.2,3024830,1863
europe,Denmark,3266.0,47.58,1761000,1863
asia,New Zealand,4067.0,34.05,167328,1863
asia,Nauru,683.0,,2147,1863
africa,Niger,551.0,30.8,1559796,1863
asia,North Korea,543.0,26.0,4487384,1863
asia,Oman,1098.0,32.3,359710,1863
americas,Panama,1379.0,32.9,160398,1863
asia,Papua New Guinea,634.0,31.5,988994,1863
asia,Malaysia,1092.0,30.6,692636,1863
americas,Paraguay,1434.0,35.5,371740,1863
americas,Colombia,1079.0,32.0,2272044,1863
europe,Slovenia,1899.0,36.6,685481,1863
asia,Wallis et Futuna,,,4609,1864
americas,St.-Pierre-et-Miquelon,,,2452,1864
asia,Niue,,,4523,1864
europe,Kosovo,,,564383,1864
europe,Isle of Man,,,31415,1864
europe,Holy See,,,905,1864
europe,Gibraltar,,,12642,1864
europe,Faeroe Islands,,,18017,1864
americas,British Virgin Islands,,,6700,1864
europe,Liechtenstein,,,7771,1864
americas,Virgin Islands (U.S.),,33.4,38000,1864
asia,New Caledonia,,26.0,38449,1864
africa,Mayotte,,32.5,10107,1864
americas,Martinique,,30.15,116753,1864
asia,French Polynesia,,25.6,50596,1864
americas,French Guiana,,30.5,13632,1864
africa,Zimbabwe,939.0,33.7,1486560,1864
asia,Yemen,1051.0,23.39,2809160,1864
asia,Vietnam,838.0,32.0,9945378,1864
asia,Cook Is,,,13619,1864
asia,Vanuatu,682.0,24.3,33365,1864
americas,United States,4127.0,31.0,35192433,1864
europe,United Kingdom,5446.0,39.97,25828236,1864
asia,United Arab Emirates,1267.0,30.7,40153,1864
asia,Tuvalu,837.0,,3195,1864
asia,Turkmenistan,1283.0,23.17,549945,1864
africa,Tunisia,886.0,28.8,1135009,1864
asia,Timor-Leste,591.0,28.95,223031,1864
asia,Thailand,995.0,30.4,5605791,1864
asia,Tajikistan,719.0,23.71,697698,1864
